sl_no,SKU_NAME,FEED_DATE,VIEWS,UNITS
3751,B2154U7FZF,8/20/2019,2776,86
3752,B2154U7FZF,8/21/2019,2908,427
3753,B2154U7FZF,8/22/2019,2741,411
3754,B2154U7FZF,8/23/2019,2489,395
3755,B2154U7FZF,8/24/2019,1905,103
3756,B2154U7FZF,8/25/2019,2033,312
3757,B2154U7FZF,8/26/2019,2958,593
3758,B2154U7FZF,8/27/2019,2928,531
3759,B2154U7FZF,8/28/2019,2988,570
3760,B2154U7FZF,8/29/2019,2958,516
3761,B2154U7FZF,8/30/2019,2673,441
3762,B2154U7FZF,8/31/2019,2092,286
3763,B215GHP7Z7,5/1/2019,2830,578
3764,B215GHP7Z7,5/2/2019,2669,547
3765,B215GHP7Z7,5/3/2019,2501,518
3766,B215GHP7Z7,5/4/2019,1953,220
3767,B215GHP7Z7,5/5/2019,2153,258
3768,B215GHP7Z7,5/6/2019,2908,551
3769,B215GHP7Z7,5/7/2019,2965,510
3770,B215GHP7Z7,5/8/2019,2824,588
3771,B215GHP7Z7,5/9/2019,2696,523
3772,B215GHP7Z7,5/10/2019,2340,450
3773,B215GHP7Z7,5/11/2019,1781,187
3774,B215GHP7Z7,5/12/2019,2033,218
3775,B215GHP7Z7,5/13/2019,2724,534
3776,B215GHP7Z7,5/14/2019,2442,487
3777,B215GHP7Z7,5/15/2019,2516,487
3778,B215GHP7Z7,5/16/2019,2518,536
3779,B215GHP7Z7,5/17/2019,2114,451
3780,B215GHP7Z7,5/18/2019,1678,177
3781,B215GHP7Z7,5/19/2019,1992,246
3782,B215GHP7Z7,5/20/2019,2983,554
3783,B215GHP7Z7,5/21/2019,2877,935
3784,B215GHP7Z7,5/22/2019,2858,456
3785,B215GHP7Z7,5/23/2019,2631,488
3786,B215GHP7Z7,5/24/2019,2665,435
3787,B215GHP7Z7,5/25/2019,2081,225
3788,B215GHP7Z7,5/26/2019,2180,216
3789,B215GHP7Z7,5/27/2019,2420,258
3790,B215GHP7Z7,5/28/2019,3159,611
3791,B215GHP7Z7,5/29/2019,3329,558
3792,B215GHP7Z7,5/30/2019,3401,633
3793,B215GHP7Z7,5/31/2019,2900,624
3794,B215GHP7Z7,6/1/2019,2397,250
3795,B215GHP7Z7,6/2/2019,2572,303
3796,B215GHP7Z7,6/3/2019,3367,708
3797,B215GHP7Z7,6/4/2019,3526,727
3798,B215GHP7Z7,6/5/2019,3647,713
3799,B215GHP7Z7,6/6/2019,3193,543
3800,B215GHP7Z7,6/7/2019,2907,551
3801,B215GHP7Z7,6/8/2019,2425,296
3802,B215GHP7Z7,6/9/2019,2532,340
3803,B215GHP7Z7,6/10/2019,3339,700
3804,B215GHP7Z7,6/11/2019,3506,665
3805,B215GHP7Z7,6/12/2019,3493,734
3806,B215GHP7Z7,6/13/2019,3315,600
3807,B215GHP7Z7,6/14/2019,2975,530
3808,B215GHP7Z7,6/15/2019,2365,298
3809,B215GHP7Z7,6/16/2019,2547,298
3810,B215GHP7Z7,6/17/2019,3274,668
3811,B215GHP7Z7,6/18/2019,3355,678
3812,B215GHP7Z7,6/19/2019,3363,738
3813,B215GHP7Z7,6/20/2019,2989,601
3814,B215GHP7Z7,6/21/2019,2626,436
3815,B215GHP7Z7,6/22/2019,2122,255
3816,B215GHP7Z7,6/23/2019,2118,242
3817,B215GHP7Z7,6/24/2019,3116,647
3818,B215GHP7Z7,6/25/2019,2893,577
3819,B215GHP7Z7,6/26/2019,2982,543
3820,B215GHP7Z7,6/27/2019,2739,497
3821,B215GHP7Z7,6/28/2019,2587,518
3822,B215GHP7Z7,6/29/2019,2042,207
3823,B215GHP7Z7,6/30/2019,2135,277
3824,B215GHP7Z7,7/1/2019,2876,607
3825,B215GHP7Z7,7/2/2019,2926,647
3826,B215GHP7Z7,7/3/2019,2514,438
3827,B215GHP7Z7,7/4/2019,1830,202
3828,B215GHP7Z7,7/5/2019,2087,327
3829,B215GHP7Z7,7/6/2019,1917,205
3830,B215GHP7Z7,7/7/2019,2172,227
3831,B215GHP7Z7,7/8/2019,3331,675
3832,B215GHP7Z7,7/9/2019,3469,679
3833,B215GHP7Z7,7/10/2019,3580,639
3834,B215GHP7Z7,7/11/2019,3611,718
3835,B215GHP7Z7,7/12/2019,3259,610
3836,B215GHP7Z7,7/13/2019,2408,261
3837,B215GHP7Z7,7/14/2019,2915,260
3838,B215GHP7Z7,7/15/2019,6741,1037
3839,B215GHP7Z7,7/16/2019,4810,898
3840,B215GHP7Z7,7/17/2019,3169,588
3841,B215GHP7Z7,7/18/2019,2719,469
3842,B215GHP7Z7,7/19/2019,2389,459
3843,B215GHP7Z7,7/20/2019,1699,183
3844,B215GHP7Z7,7/21/2019,1825,186
3845,B215GHP7Z7,7/22/2019,2653,493
3846,B215GHP7Z7,7/23/2019,2663,545
3847,B215GHP7Z7,7/24/2019,2834,560
3848,B215GHP7Z7,7/25/2019,2492,566
3849,B215GHP7Z7,7/26/2019,2037,423
3850,B215GHP7Z7,7/27/2019,1863,221
3851,B215GHP7Z7,7/28/2019,1929,176
3852,B215GHP7Z7,7/29/2019,2735,525
3853,B215GHP7Z7,7/30/2019,2933,560
3854,B215GHP7Z7,7/31/2019,2989,574
3855,B215GHP7Z7,8/1/2019,2807,631
3856,B215GHP7Z7,8/2/2019,2667,645
3857,B215GHP7Z7,8/3/2019,2201,245
3858,B215GHP7Z7,8/4/2019,2425,255
3859,B215GHP7Z7,8/5/2019,3170,694
3860,B215GHP7Z7,8/6/2019,3043,625
3861,B215GHP7Z7,8/7/2019,3200,656
3862,B215GHP7Z7,8/8/2019,3279,660
3863,B215GHP7Z7,8/9/2019,2931,552
3864,B215GHP7Z7,8/10/2019,2072,204
3865,B215GHP7Z7,8/11/2019,2197,225
3866,B215GHP7Z7,8/12/2019,3407,596
3867,B215GHP7Z7,8/13/2019,3425,701
3868,B215GHP7Z7,8/14/2019,3263,742
3869,B215GHP7Z7,8/15/2019,3219,687
3870,B215GHP7Z7,8/16/2019,2974,551
3871,B215GHP7Z7,8/17/2019,2525,270
3872,B215GHP7Z7,8/18/2019,2767,308
3873,B215GHP7Z7,8/19/2019,4083,810
3874,B215GHP7Z7,8/20/2019,3554,716
3875,B215GHP7Z7,8/21/2019,3397,672
3876,B215GHP7Z7,8/22/2019,3458,708
3877,B215GHP7Z7,8/23/2019,2834,745
3878,B215GHP7Z7,8/24/2019,1300,-5
3879,B215GHP7Z7,8/25/2019,1215,3
3880,B215GHP7Z7,8/26/2019,1560,-11
3881,B215GHP7Z7,8/27/2019,1567,5
3882,B215GHP7Z7,8/28/2019,1149,0
3883,B215GHP7Z7,8/29/2019,1372,-5
3884,B215GHP7Z7,8/30/2019,1144,-4
3885,B215GHP7Z7,8/31/2019,726,1
3886,B124O1:Q80,5/1/2019,2130,27
3887,B124O1:Q80,5/2/2019,2284,29
3888,B124O1:Q80,5/3/2019,2316,39
3889,B124O1:Q80,5/4/2019,2426,22
3890,B124O1:Q80,5/5/2019,2711,29
3891,B124O1:Q80,5/6/2019,2308,15
3892,B124O1:Q80,5/7/2019,2263,22
3893,B124O1:Q80,5/8/2019,2146,27
3894,B124O1:Q80,5/9/2019,2218,18
3895,B124O1:Q80,5/10/2019,2107,28
3896,B124O1:Q80,5/11/2019,2518,25
3897,B124O1:Q80,5/12/2019,2711,18
3898,B124O1:Q80,5/13/2019,2416,24
3899,B124O1:Q80,5/14/2019,2313,26
3900,B124O1:Q80,5/15/2019,2298,18
3901,B124O1:Q80,5/16/2019,2398,13
3902,B124O1:Q80,5/17/2019,2200,21
3903,B124O1:Q80,5/18/2019,2593,21
3904,B124O1:Q80,5/19/2019,2637,15
3905,B124O1:Q80,5/20/2019,2421,25
3906,B124O1:Q80,5/21/2019,2516,22
3907,B124O1:Q80,5/22/2019,2396,18
3908,B124O1:Q80,5/23/2019,2124,0
3909,B124O1:Q80,5/24/2019,2143,28
3910,B124O1:Q80,5/25/2019,2519,28
3911,B124O1:Q80,5/26/2019,3102,26
3912,B124O1:Q80,5/27/2019,3250,37
3913,B124O1:Q80,5/28/2019,2768,27
3914,B124O1:Q80,5/29/2019,2631,37
3915,B124O1:Q80,5/30/2019,2809,21
3916,B124O1:Q80,5/31/2019,2566,34
3917,B124O1:Q80,6/1/2019,3067,31
3918,B124O1:Q80,6/2/2019,3481,30
3919,B124O1:Q80,6/3/2019,2843,23
3920,B124O1:Q80,6/4/2019,2953,33
3921,B124O1:Q80,6/5/2019,2829,31
3922,B124O1:Q80,6/6/2019,2737,26
3923,B124O1:Q80,6/7/2019,2514,34
3924,B124O1:Q80,6/8/2019,2835,33
3925,B124O1:Q80,6/9/2019,3234,21
3926,B124O1:Q80,6/10/2019,2888,32
3927,B124O1:Q80,6/11/2019,2711,32
3928,B124O1:Q80,6/12/2019,2777,25
3929,B124O1:Q80,6/13/2019,2975,46
3930,B124O1:Q80,6/14/2019,2685,31
3931,B124O1:Q80,6/15/2019,3044,19
3932,B124O1:Q80,6/16/2019,3457,37
3933,B124O1:Q80,6/17/2019,2968,22
3934,B124O1:Q80,6/18/2019,2875,29
3935,B124O1:Q80,6/19/2019,2906,50
3936,B124O1:Q80,6/20/2019,3362,36
3937,B124O1:Q80,6/21/2019,3110,31
3938,B124O1:Q80,6/22/2019,3678,19
3939,B124O1:Q80,6/23/2019,3524,31
3940,B124O1:Q80,6/24/2019,2989,35
3941,B124O1:Q80,6/25/2019,2769,30
3942,B124O1:Q80,6/26/2019,2750,21
3943,B124O1:Q80,6/27/2019,2744,33
3944,B124O1:Q80,6/28/2019,2474,27
3945,B124O1:Q80,6/29/2019,3055,26
3946,B124O1:Q80,6/30/2019,3461,30
3947,B124O1:Q80,7/1/2019,2884,33
3948,B124O1:Q80,7/2/2019,2905,30
3949,B124O1:Q80,7/3/2019,4127,33
3950,B124O1:Q80,7/4/2019,4209,33
3951,B124O1:Q80,7/5/2019,3959,34
3952,B124O1:Q80,7/6/2019,3959,41
3953,B124O1:Q80,7/7/2019,4171,24
3954,B124O1:Q80,7/8/2019,3718,35
3955,B124O1:Q80,7/9/2019,3737,31
3956,B124O1:Q80,7/10/2019,3246,41
3957,B124O1:Q80,7/11/2019,3105,27
3958,B124O1:Q80,7/12/2019,3118,21
3959,B124O1:Q80,7/13/2019,3627,21
3960,B124O1:Q80,7/14/2019,4924,32
3961,B124O1:Q80,7/15/2019,12258,155
3962,B124O1:Q80,7/16/2019,8496,132
3963,B124O1:Q80,7/17/2019,3595,48
3964,B124O1:Q80,7/18/2019,3335,43
3965,B124O1:Q80,7/19/2019,3234,43
3966,B124O1:Q80,7/20/2019,3473,23
3967,B124O1:Q80,7/21/2019,3806,23
3968,B124O1:Q80,7/22/2019,3501,32
3969,B124O1:Q80,7/23/2019,3309,32
3970,B124O1:Q80,7/24/2019,3034,33
3971,B124O1:Q80,7/25/2019,3165,40
3972,B124O1:Q80,7/26/2019,2906,27
3973,B124O1:Q80,7/27/2019,3244,23
3974,B124O1:Q80,7/28/2019,3547,4
3975,B124O1:Q80,7/29/2019,2809,0
3976,B124O1:Q80,7/30/2019,2715,19
3977,B124O1:Q80,7/31/2019,2587,20
3978,B124O1:Q80,8/1/2019,2649,33
3979,B124O1:Q80,8/2/2019,2414,33
3980,B124O1:Q80,8/3/2019,2841,21
3981,B124O1:Q80,8/4/2019,3157,27
3982,B124O1:Q80,8/5/2019,2534,23
3983,B124O1:Q80,8/6/2019,2556,25
3984,B124O1:Q80,8/7/2019,2844,17
3985,B124O1:Q80,8/8/2019,2656,23
3986,B124O1:Q80,8/9/2019,2590,20
3987,B124O1:Q80,8/10/2019,2767,11
3988,B124O1:Q80,8/11/2019,3040,18
3989,B124O1:Q80,8/12/2019,2544,23
3990,B124O1:Q80,8/13/2019,2556,23
3991,B124O1:Q80,8/14/2019,2529,21
3992,B124O1:Q80,8/15/2019,2344,32
3993,B124O1:Q80,8/16/2019,2596,27
3994,B124O1:Q80,8/17/2019,3041,37
3995,B124O1:Q80,8/18/2019,3286,30
3996,B124O1:Q80,8/19/2019,2590,33
3997,B124O1:Q80,8/20/2019,2560,22
3998,B124O1:Q80,8/21/2019,2458,34
3999,B124O1:Q80,8/22/2019,2301,9
4000,B124O1:Q80,8/23/2019,2276,25
4001,B124O1:Q80,8/24/2019,2676,24
4002,B124O1:Q80,8/25/2019,2955,31
4003,B124O1:Q80,8/26/2019,2392,19
4004,B124O1:Q80,8/27/2019,2693,20
4005,B124O1:Q80,8/28/2019,2435,32
4006,B124O1:Q80,8/29/2019,2082,25
4007,B124O1:Q80,8/30/2019,2162,41
4008,B124O1:Q80,8/31/2019,2445,22
4009,B104NF32NV,5/1/2019,789,162
4010,B104NF32NV,5/2/2019,818,111
4011,B104NF32NV,5/3/2019,832,107
4012,B104NF32NV,5/4/2019,546,50
4013,B104NF32NV,5/5/2019,568,39
4014,B104NF32NV,5/6/2019,694,157
4015,B104NF32NV,5/7/2019,803,115
4016,B104NF32NV,5/8/2019,766,124
4017,B104NF32NV,5/9/2019,681,112
4018,B104NF32NV,5/10/2019,680,74
4019,B104NF32NV,5/11/2019,486,32
4020,B104NF32NV,5/12/2019,416,25
4021,B104NF32NV,5/13/2019,828,90
4022,B104NF32NV,5/14/2019,723,108
4023,B104NF32NV,5/15/2019,759,94
4024,B104NF32NV,5/16/2019,761,142
4025,B104NF32NV,5/17/2019,747,115
4026,B104NF32NV,5/18/2019,447,24
4027,B104NF32NV,5/19/2019,451,21
4028,B104NF32NV,5/20/2019,671,101
4029,B104NF32NV,5/21/2019,684,105
4030,B104NF32NV,5/22/2019,595,141
4031,B104NF32NV,5/23/2019,657,104
4032,B104NF32NV,5/24/2019,496,97
4033,B104NF32NV,5/25/2019,438,25
4034,B104NF32NV,5/26/2019,3471,83
4035,B104NF32NV,5/27/2019,1750,55
4036,B104NF32NV,5/28/2019,824,98
4037,B104NF32NV,5/29/2019,821,109
4038,B104NF32NV,5/30/2019,771,101
4039,B104NF32NV,5/31/2019,625,75
4040,B104NF32NV,6/1/2019,483,24
4041,B104NF32NV,6/2/2019,498,28
4042,B104NF32NV,6/3/2019,754,117
4043,B104NF32NV,6/4/2019,739,124
4044,B104NF32NV,6/5/2019,736,96
4045,B104NF32NV,6/6/2019,707,87
4046,B104NF32NV,6/7/2019,728,106
4047,B104NF32NV,6/8/2019,431,25
4048,B104NF32NV,6/9/2019,457,29
4049,B104NF32NV,6/10/2019,690,109
4050,B104NF32NV,6/11/2019,720,139
4051,B104NF32NV,6/12/2019,740,122
4052,B104NF32NV,6/13/2019,704,136
4053,B104NF32NV,6/14/2019,652,78
4054,B104NF32NV,6/15/2019,445,31
4055,B104NF32NV,6/16/2019,485,25
4056,B104NF32NV,6/17/2019,763,103
4057,B104NF32NV,6/18/2019,768,139
4058,B104NF32NV,6/19/2019,705,87
4059,B104NF32NV,6/20/2019,946,104
4060,B104NF32NV,6/21/2019,652,86
4061,B104NF32NV,6/22/2019,1214,38
4062,B104NF32NV,6/23/2019,1250,27
4063,B104NF32NV,6/24/2019,988,120
4064,B104NF32NV,6/25/2019,716,107
4065,B104NF32NV,6/26/2019,711,109
4066,B104NF32NV,6/27/2019,715,70
4067,B104NF32NV,6/28/2019,629,75
4068,B104NF32NV,6/29/2019,420,20
4069,B104NF32NV,6/30/2019,425,34
4070,B104NF32NV,7/1/2019,654,82
4071,B104NF32NV,7/2/2019,623,60
4072,B104NF32NV,7/3/2019,564,90
4073,B104NF32NV,7/4/2019,441,34
4074,B104NF32NV,7/5/2019,460,25
4075,B104NF32NV,7/6/2019,449,15
4076,B104NF32NV,7/7/2019,457,18
4077,B104NF32NV,7/8/2019,691,116
4078,B104NF32NV,7/9/2019,707,93
4079,B104NF32NV,7/10/2019,722,106
4080,B104NF32NV,7/11/2019,710,80
4081,B104NF32NV,7/12/2019,562,52
4082,B104NF32NV,7/13/2019,389,25
4083,B104NF32NV,7/14/2019,501,30
4084,B104NF32NV,7/15/2019,1359,153
4085,B104NF32NV,7/16/2019,1159,124
4086,B104NF32NV,7/17/2019,695,100
4087,B104NF32NV,7/18/2019,697,106
4088,B104NF32NV,7/19/2019,512,114
4089,B104NF32NV,7/20/2019,402,23
4090,B104NF32NV,7/21/2019,399,27
4091,B104NF32NV,7/22/2019,701,94
4092,B104NF32NV,7/23/2019,651,105
4093,B104NF32NV,7/24/2019,657,84
4094,B104NF32NV,7/25/2019,623,68
4095,B104NF32NV,7/26/2019,579,58
4096,B104NF32NV,7/27/2019,425,22
4097,B104NF32NV,7/28/2019,390,16
4098,B104NF32NV,7/29/2019,801,68
4099,B104NF32NV,7/30/2019,831,121
4100,B104NF32NV,7/31/2019,679,83
4101,B104NF32NV,8/1/2019,593,96
4102,B104NF32NV,8/2/2019,586,80
4103,B104NF32NV,8/3/2019,401,27
4104,B104NF32NV,8/4/2019,454,19
4105,B104NF32NV,8/5/2019,602,70
4106,B104NF32NV,8/6/2019,662,114
4107,B104NF32NV,8/7/2019,697,100
4108,B104NF32NV,8/8/2019,703,78
4109,B104NF32NV,8/9/2019,568,88
4110,B104NF32NV,8/10/2019,417,17
4111,B104NF32NV,8/11/2019,509,22
4112,B104NF32NV,8/12/2019,571,118
4113,B104NF32NV,8/13/2019,709,128
4114,B104NF32NV,8/14/2019,638,94
4115,B104NF32NV,8/15/2019,655,77
4116,B104NF32NV,8/16/2019,672,81
4117,B104NF32NV,8/17/2019,437,15
4118,B104NF32NV,8/18/2019,536,10
4119,B104NF32NV,8/19/2019,699,66
4120,B104NF32NV,8/20/2019,646,62
4121,B104NF32NV,8/21/2019,725,90
4122,B104NF32NV,8/22/2019,688,105
4123,B104NF32NV,8/23/2019,699,76
4124,B104NF32NV,8/24/2019,452,19
4125,B104NF32NV,8/25/2019,503,16
4126,B104NF32NV,8/26/2019,682,92
4127,B104NF32NV,8/27/2019,693,87
4128,B104NF32NV,8/28/2019,711,93
4129,B104NF32NV,8/29/2019,1099,97
4130,B104NF32NV,8/30/2019,972,74
4131,B104NF32NV,8/31/2019,497,22
4132,D225P747LT,5/1/2019,488,25
4133,D225P747LT,5/2/2019,532,28
4134,D225P747LT,5/3/2019,532,12
4135,D225P747LT,5/4/2019,348,1
4136,D225P747LT,5/5/2019,278,8
4137,D225P747LT,5/6/2019,406,13
4138,D225P747LT,5/7/2019,457,12
4139,D225P747LT,5/8/2019,491,19
4140,D225P747LT,5/9/2019,476,26
4141,D225P747LT,5/10/2019,418,19
4142,D225P747LT,5/11/2019,263,14
4143,D225P747LT,5/12/2019,310,14
4144,D225P747LT,5/13/2019,531,23
4145,D225P747LT,5/14/2019,581,39
4146,D225P747LT,5/15/2019,537,63
4147,D225P747LT,5/16/2019,582,52
4148,D225P747LT,5/17/2019,499,46
4149,D225P747LT,5/18/2019,254,13
4150,D225P747LT,5/19/2019,321,18
4151,D225P747LT,5/20/2019,517,48
4152,D225P747LT,5/21/2019,578,60
4153,D225P747LT,5/22/2019,548,32
4154,D225P747LT,5/23/2019,588,37
4155,D225P747LT,5/24/2019,396,26
4156,D225P747LT,5/25/2019,263,15
4157,D225P747LT,5/26/2019,279,15
4158,D225P747LT,5/27/2019,314,9
4159,D225P747LT,5/28/2019,597,39
4160,D225P747LT,5/29/2019,589,49
4161,D225P747LT,5/30/2019,517,39
4162,D225P747LT,5/31/2019,492,37
4163,D225P747LT,6/1/2019,327,21
4164,D225P747LT,6/2/2019,396,31
4165,D225P747LT,6/3/2019,640,56
4166,D225P747LT,6/4/2019,641,60
4167,D225P747LT,6/5/2019,649,52
4168,D225P747LT,6/6/2019,650,63
4169,D225P747LT,6/7/2019,479,53
4170,D225P747LT,6/8/2019,353,19
4171,D225P747LT,6/9/2019,297,18
4172,D225P747LT,6/10/2019,582,46
4173,D225P747LT,6/11/2019,658,54
4174,D225P747LT,6/12/2019,614,44
4175,D225P747LT,6/13/2019,587,40
4176,D225P747LT,6/14/2019,570,50
4177,D225P747LT,6/15/2019,361,19
4178,D225P747LT,6/16/2019,381,21
4179,D225P747LT,6/17/2019,686,55
4180,D225P747LT,6/18/2019,690,44
4181,D225P747LT,6/19/2019,702,50
4182,D225P747LT,6/20/2019,910,56
4183,D225P747LT,6/21/2019,649,51
4184,D225P747LT,6/22/2019,382,26
4185,D225P747LT,6/23/2019,427,28
4186,D225P747LT,6/24/2019,735,60
4187,D225P747LT,6/25/2019,643,46
4188,D225P747LT,6/26/2019,782,55
4189,D225P747LT,6/27/2019,746,65
4190,D225P747LT,6/28/2019,743,54
4191,D225P747LT,6/29/2019,345,19
4192,D225P747LT,6/30/2019,404,32
4193,D225P747LT,7/1/2019,695,46
4194,D225P747LT,7/2/2019,705,65
4195,D225P747LT,7/3/2019,654,54
4196,D225P747LT,7/4/2019,398,13
4197,D225P747LT,7/5/2019,558,49
4198,D225P747LT,7/6/2019,448,28
4199,D225P747LT,7/7/2019,449,23
4200,D225P747LT,7/8/2019,813,70
4201,D225P747LT,7/9/2019,860,71
4202,D225P747LT,7/10/2019,829,70
4203,D225P747LT,7/11/2019,866,72
4204,D225P747LT,7/12/2019,688,55
4205,D225P747LT,7/13/2019,409,14
4206,D225P747LT,7/14/2019,515,31
4207,D225P747LT,7/15/2019,3400,60
4208,D225P747LT,7/16/2019,3365,28
4209,D225P747LT,7/17/2019,963,42
4210,D225P747LT,7/18/2019,823,8
4211,D225P747LT,7/19/2019,813,10
4212,D225P747LT,7/20/2019,541,3
4213,D225P747LT,7/21/2019,628,4
4214,D225P747LT,7/22/2019,906,17
4215,D225P747LT,7/23/2019,916,10
4216,D225P747LT,7/24/2019,815,19
4217,D225P747LT,7/25/2019,805,20
4218,D225P747LT,7/26/2019,713,8
4219,D225P747LT,7/27/2019,463,5
4220,D225P747LT,7/28/2019,513,9
4221,D225P747LT,7/29/2019,878,33
4222,D225P747LT,7/30/2019,894,38
4223,D225P747LT,7/31/2019,816,56
4224,D225P747LT,8/1/2019,765,29
4225,D225P747LT,8/2/2019,677,9
4226,D225P747LT,8/3/2019,449,7
4227,D225P747LT,8/4/2019,545,4
4228,D225P747LT,8/5/2019,847,38
4229,D225P747LT,8/6/2019,896,32
4230,D225P747LT,8/7/2019,869,28
4231,D225P747LT,8/8/2019,873,29
4232,D225P747LT,8/9/2019,706,21
4233,D225P747LT,8/10/2019,463,12
4234,D225P747LT,8/11/2019,492,6
4235,D225P747LT,8/12/2019,905,29
4236,D225P747LT,8/13/2019,894,28
4237,D225P747LT,8/14/2019,892,22
4238,D225P747LT,8/15/2019,794,24
4239,D225P747LT,8/16/2019,671,34
4240,D225P747LT,8/17/2019,486,3
4241,D225P747LT,8/18/2019,572,11
4242,D225P747LT,8/19/2019,1034,106
4243,D225P747LT,8/20/2019,904,38
4244,D225P747LT,8/21/2019,839,19
4245,D225P747LT,8/22/2019,961,32
4246,D225P747LT,8/23/2019,991,48
4247,D225P747LT,8/24/2019,614,4
4248,D225P747LT,8/25/2019,586,1
4249,D225P747LT,8/26/2019,1075,46
4250,D225P747LT,8/27/2019,1100,80
4251,D225P747LT,8/28/2019,1056,81
4252,D225P747LT,8/29/2019,932,101
4253,D225P747LT,8/30/2019,736,74
4254,D225P747LT,8/31/2019,561,2
4255,C125OVFDU1,5/1/2019,1089,0
4256,C125OVFDU1,5/2/2019,1046,2
4257,C125OVFDU1,5/3/2019,881,0
4258,C125OVFDU1,5/4/2019,1060,1
4259,C125OVFDU1,5/5/2019,1268,0
4260,C125OVFDU1,5/6/2019,1074,0
4261,C125OVFDU1,5/7/2019,926,0
4262,C125OVFDU1,5/8/2019,1036,0
4263,C125OVFDU1,5/9/2019,936,0
4264,C125OVFDU1,5/10/2019,866,0
4265,C125OVFDU1,5/11/2019,883,0
4266,C125OVFDU1,5/12/2019,1114,0
4267,C125OVFDU1,5/13/2019,1354,0
4268,C125OVFDU1,5/14/2019,1307,4
4269,C125OVFDU1,5/15/2019,915,2
4270,C125OVFDU1,5/16/2019,981,0
4271,C125OVFDU1,5/17/2019,1023,1
4272,C125OVFDU1,5/18/2019,948,0
4273,C125OVFDU1,5/19/2019,1147,0
4274,C125OVFDU1,5/20/2019,1118,0
4275,C125OVFDU1,5/21/2019,1079,0
4276,C125OVFDU1,5/22/2019,867,1
4277,C125OVFDU1,5/23/2019,903,0
4278,C125OVFDU1,5/24/2019,976,0
4279,C125OVFDU1,5/25/2019,1156,0
4280,C125OVFDU1,5/26/2019,946,0
4281,C125OVFDU1,5/27/2019,1059,0
4282,C125OVFDU1,5/28/2019,943,0
4283,C125OVFDU1,5/29/2019,877,0
4284,C125OVFDU1,5/30/2019,813,1
4285,C125OVFDU1,5/31/2019,734,2
4286,C125OVFDU1,6/1/2019,913,0
4287,C125OVFDU1,6/2/2019,1282,0
4288,C125OVFDU1,6/3/2019,827,0
4289,C125OVFDU1,6/4/2019,737,0
4290,C125OVFDU1,6/5/2019,791,0
4291,C125OVFDU1,6/6/2019,773,0
4292,C125OVFDU1,6/7/2019,639,0
4293,C125OVFDU1,6/8/2019,722,0
4294,C125OVFDU1,6/9/2019,850,0
4295,C125OVFDU1,6/10/2019,798,0
4296,C125OVFDU1,6/11/2019,904,0
4297,C125OVFDU1,6/12/2019,767,0
4298,C125OVFDU1,6/13/2019,730,4
4299,C125OVFDU1,6/14/2019,626,0
4300,C125OVFDU1,6/15/2019,1036,0
4301,C125OVFDU1,6/16/2019,1066,0
4302,C125OVFDU1,6/17/2019,855,0
4303,C125OVFDU1,6/18/2019,1052,0
4304,C125OVFDU1,6/19/2019,666,0
4305,C125OVFDU1,6/20/2019,775,0
4306,C125OVFDU1,6/21/2019,840,0
4307,C125OVFDU1,6/22/2019,668,0
4308,C125OVFDU1,6/23/2019,1062,0
4309,C125OVFDU1,6/24/2019,852,0
4310,C125OVFDU1,6/25/2019,578,0
4311,C125OVFDU1,6/26/2019,608,0
4312,C125OVFDU1,6/27/2019,609,0
4313,C125OVFDU1,6/28/2019,608,0
4314,C125OVFDU1,6/29/2019,607,0
4315,C125OVFDU1,6/30/2019,649,0
4316,C125OVFDU1,7/1/2019,462,0
4317,C125OVFDU1,7/2/2019,445,0
4318,C125OVFDU1,7/3/2019,415,0
4319,C125OVFDU1,7/4/2019,370,0
4320,C125OVFDU1,7/5/2019,503,0
4321,C125OVFDU1,7/6/2019,464,0
4322,C125OVFDU1,7/7/2019,534,0
4323,C125OVFDU1,7/8/2019,433,0
4324,C125OVFDU1,7/9/2019,580,0
4325,C125OVFDU1,7/10/2019,322,0
4326,C125OVFDU1,7/11/2019,356,0
4327,C125OVFDU1,7/12/2019,369,0
4328,C125OVFDU1,7/13/2019,424,0
4329,C125OVFDU1,7/14/2019,564,0
4330,C125OVFDU1,7/15/2019,1528,4
4331,C125OVFDU1,7/16/2019,710,0
4332,C125OVFDU1,7/17/2019,412,0
4333,C125OVFDU1,7/18/2019,354,0
4334,C125OVFDU1,7/19/2019,343,0
4335,C125OVFDU1,7/20/2019,422,0
4336,C125OVFDU1,7/21/2019,480,0
4337,C125OVFDU1,7/22/2019,398,0
4338,C125OVFDU1,7/23/2019,381,0
4339,C125OVFDU1,7/24/2019,338,0
4340,C125OVFDU1,7/25/2019,324,0
4341,C125OVFDU1,7/26/2019,310,0
4342,C125OVFDU1,7/27/2019,295,0
4343,C125OVFDU1,7/28/2019,356,0
4344,C125OVFDU1,7/29/2019,365,0
4345,C125OVFDU1,7/30/2019,326,0
4346,C125OVFDU1,7/31/2019,391,0
4347,C125OVFDU1,8/1/2019,444,0
4348,C125OVFDU1,8/2/2019,414,0
4349,C125OVFDU1,8/3/2019,493,0
4350,C125OVFDU1,8/4/2019,514,0
4351,C125OVFDU1,8/5/2019,473,0
4352,C125OVFDU1,8/6/2019,605,0
4353,C125OVFDU1,8/7/2019,498,0
4354,C125OVFDU1,8/8/2019,410,1
4355,C125OVFDU1,8/9/2019,436,0
